Class,TextLength,2e,bank,br,div,million,money,mr,nbsp,transaction,transfer
0,77,0,0,0,0,0,0,0,0,0,0
0,17,0,0,0,0,0,0,0,0,0,0
0,153,0,0,0,0,0,0,0,0,0,0
1,3485,0,0,0,0,1,6,0,0,1,0
0,82,0,0,0,0,0,0,0,0,0,0
1,1439,0,0,0,0,1,2,2,0,2,0
0,1534,0,0,0,0,0,0,0,0,0,0
1,16768,0,24,0,0,8,64,0,0,16,8
0,7,0,0,0,0,0,0,0,0,0,0
0,133,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0,0,0,0,0
1,3301,0,8,0,0,1,6,4,0,2,2
0,1,0,0,0,0,0,0,0,0,0,0
0,78,0,0,0,0,0,0,0,0,0,0
1,2342,0,1,0,0,0,3,2,0,0,0
0,22,0,0,0,0,0,0,0,0,0,0
0,11,0,0,0,0,0,0,0,0,0,0
0,142,0,0,0,0,0,0,0,0,0,0
0,52,0,0,0,0,0,0,0,0,0,0
1,3927,0,1,21,30,0,0,0,19,1,1
0,35,0,0,0,0,0,0,0,0,0,0
1,1749,0,0,8,4,1,0,0,1,0,0
0,21,0,0,0,0,0,0,0,0,0,0
0,10039,0,0,0,0,0,0,0,0,0,0
0,500,0,0,0,0,0,0,0,0,0,0
1,1508,0,2,0,0,0,0,0,0,0,1
0,73,0,0,0,0,0,0,0,0,0,0
1,2251,6,3,0,0,1,2,1,0,0,0
0,36,0,0,0,0,0,0,0,0,0,0
1,2102,0,0,0,0,2,4,0,0,0,0
1,576,0,2,0,0,1,0,2,0,0,0
0,19,0,0,0,0,0,0,0,0,0,0
1,203,0,0,0,0,0,0,0,0,0,0
0,12,0,0,0,0,0,0,0,0,0,0
1,3083,2,1,0,0,0,2,0,0,0,0
0,34,0,0,0,0,0,0,0,0,0,0
1,3371,0,1,0,0,4,0,0,0,1,0
0,296,0,0,0,0,0,0,0,0,0,0
1,421,0,0,0,0,0,0,1,0,0,0
0,2,0,0,0,0,0,0,0,0,0,0
0,1490,0,0,0,0,0,0,0,0,0,0
0,55,0,0,0,0,0,0,0,0,0,0
0,462,0,0,0,0,0,0,0,0,0,0
0,1973,0,0,0,0,0,2,0,0,0,0
1,1087,0,1,0,0,2,0,1,0,1,0
1,2751,1,0,0,0,1,4,0,0,0,0
0,38,0,0,0,0,0,0,0,0,0,0
0,199,0,0,0,0,0,0,0,0,0,0
1,2004,0,7,0,0,0,2,3,0,3,2
0,122,0,0,0,0,0,0,0,0,0,0
1,1335,1,0,0,0,1,2,0,0,0,0
0,450,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0,0,0,0,0
1,3252,0,3,0,0,1,6,1,0,2,2
0,41,0,0,0,0,0,0,0,0,0,0
0,104,0,0,0,0,0,0,0,0,0,0
1,1069,3,0,0,0,0,1,0,0,0,0
0,231,0,0,0,0,0,0,0,0,0,0
0,967,0,1,0,0,0,1,0,0,0,0
1,2287,0,3,0,0,1,4,3,0,1,2
0,59,0,0,0,0,0,0,0,0,0,0
1,3042,0,4,0,0,1,3,4,0,4,0
1,1301,0,4,0,0,1,0,0,0,0,0
1,3264,0,1,0,0,1,1,0,0,2,0
0,17,0,0,0,0,0,0,0,0,0,0
0,144,0,0,0,0,0,0,0,0,0,0
1,1143,0,0,0,0,0,1,0,0,0,0
0,26,0,0,0,0,0,0,0,0,0,0
1,2759,16,1,0,0,1,5,2,0,1,3
0,4,0,0,0,0,0,0,0,0,0,0
0,59,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0,0,0,0,0
1,2477,0,3,0,0,2,1,1,0,2,1
0,527,0,0,0,0,0,0,0,0,0,0
0,25,0,0,0,0,0,0,0,0,0,0
0,21,0,0,0,0,0,0,0,0,0,0
1,2600,11,0,0,0,1,0,0,0,3,0
1,2503,0,2,0,0,1,0,0,0,0,3
0,204,0,0,0,0,0,0,0,0,0,0
0,35,0,0,0,0,0,0,0,0,0,0
1,1370,0,1,9,0,0,0,0,71,1,1
0,57,0,0,0,0,0,0,0,0,0,0
1,2786,0,0,17,41,1,2,1,9,0,1
1,3101,0,1,0,0,2,1,0,0,5,3
0,7,0,0,0,0,0,0,0,0,0,0
1,2081,0,1,0,0,1,1,0,0,0,1
1,5644,0,0,0,0,0,0,0,0,0,0
0,58,0,0,0,0,0,0,0,0,0,0
1,2496,0,3,0,0,0,7,1,0,0,2
1,2577,20,2,0,0,5,5,2,0,3,3
1,2005,0,1,0,0,0,2,0,0,0,0
1,2990,0,6,0,0,1,1,0,0,3,1
1,1433,4,0,0,0,0,3,0,0,1,1
0,7,0,0,0,0,0,0,0,0,0,0
0,26,0,0,0,0,0,0,0,0,0,0
0,79,0,0,0,0,0,0,0,0,0,0
1,3561,0,4,0,0,0,4,0,0,0,2
0,694,0,0,0,0,0,0,0,0,0,0
0,146,0,0,0,0,0,0,0,0,0,0
0,30,0,0,0,0,0,0,0,0,0,0
1,795,3,0,0,0,0,0,1,0,0,0
0,9,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0,0,0,0,0
1,3357,20,0,0,0,1,8,3,0,2,0
0,17,0,0,0,0,0,0,0,0,0,0
1,1517,0,4,0,0,1,1,0,0,1,0
1,426,0,0,0,0,0,0,0,0,0,0
0,44,0,0,0,0,0,0,0,0,0,0
1,386,0,0,0,0,0,0,0,0,0,0
1,867,0,0,0,0,0,0,0,0,0,0
1,544,0,0,0,0,0,0,0,0,0,0
0,562,0,0,0,0,0,0,0,0,0,0
0,70,0,0,0,0,0,0,0,0,0,0
1,1481,0,1,0,0,1,1,1,0,0,0
1,2551,0,0,2,2,1,1,1,0,2,1
1,2376,14,0,0,0,1,2,0,0,1,0
1,3669,0,0,0,0,0,6,0,0,1,0
0,2,0,0,0,0,0,0,0,0,0,0
1,2782,0,2,0,0,2,4,0,0,4,0
0,201,0,0,0,0,0,0,0,0,0,0
0,20,0,0,0,0,0,0,0,0,0,0
0,43,0,0,0,0,0,0,0,0,0,0
0,3759,0,0,0,0,0,0,0,0,0,0
0,119,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0,0,0,0,0
0,1915,0,0,0,0,0,0,0,0,0,0
0,15285,0,0,0,0,0,0,1,0,0,1
1,1768,0,0,0,0,0,1,0,0,2,0
1,2568,12,0,0,0,1,1,0,0,0,1
1,2211,0,0,0,0,2,6,0,0,1,0
0,288,0,0,0,0,0,0,0,0,0,0
1,1351,0,1,0,0,1,1,1,0,1,2
0,73,0,0,0,0,0,0,0,0,0,0
0,256,0,0,0,0,0,0,0,0,0,0
0,133,0,0,0,0,0,0,0,0,0,0
1,3664,0,2,0,0,1,7,5,0,3,1
1,2874,18,1,0,0,1,3,0,0,1,2
0,1719,0,0,0,0,0,0,0,0,0,0
1,872,0,0,0,0,0,2,0,0,0,0
1,4746,0,4,52,0,1,11,3,4,1,3
0,42,0,0,0,0,0,0,0,0,0,0
1,2555,0,5,0,0,2,0,2,0,1,3
0,20,0,0,0,0,0,0,0,0,0,0
1,3897,0,7,53,0,3,6,0,10,1,2
0,83,0,0,0,0,0,0,0,0,0,0
0,17,0,0,0,0,0,0,0,0,0,0
1,1705,0,0,0,0,1,0,0,0,0,0
1,2747,2,0,0,0,1,4,0,0,1,0
0,527,0,0,0,0,0,0,0,0,0,0
0,150,0,0,0,0,0,0,0,0,0,0
0,111,0,0,0,0,0,0,0,0,0,0
1,356,0,0,0,0,0,0,0,0,0,1
1,2418,0,2,0,0,0,1,0,0,5,2
0,1245,0,0,1,0,0,0,0,0,0,0
0,102,0,0,0,0,0,0,0,0,0,0
0,94,0,0,0,0,0,0,0,0,0,0
0,486,0,0,0,0,0,0,0,0,0,0
1,602,0,0,0,0,0,0,0,0,3,0
1,2949,0,8,0,0,1,7,0,0,3,0
0,2,0,0,0,0,0,0,0,0,0,0
0,31,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0,0,0,0,0
0,86,0,0,0,0,0,0,0,0,0,0
0,86,0,0,0,0,0,0,0,0,0,0
1,3233,0,1,0,0,1,3,1,0,2,0
0,253,0,0,0,0,0,0,0,0,0,0
0,126,0,0,0,0,0,0,0,0,0,0
0,394,0,0,0,0,0,0,0,0,0,0
1,2598,0,0,0,0,1,6,1,0,2,0
1,2468,0,3,0,0,1,4,0,0,2,0
0,9,0,0,0,0,0,0,0,0,0,0
0,141,0,0,0,0,0,0,0,0,0,0
0,281,0,0,0,0,0,0,0,0,0,0
1,2577,20,2,0,0,5,5,2,0,3,3
1,662,0,0,0,0,1,0,1,0,0,0
1,1570,0,0,12,22,1,1,1,11,0,2
1,1504,0,2,0,0,0,0,0,0,3,0
1,198,0,0,0,0,0,0,0,0,0,0
0,1072,0,0,0,0,0,0,0,0,0,0
1,3675,9,0,0,0,1,0,0,0,1,0
1,4116,0,4,9,26,1,10,3,7,1,2
0,11,0,0,0,0,0,0,0,0,0,0
0,14,0,0,0,0,0,0,0,0,0,0
0,1539,0,0,0,0,0,0,0,0,0,0
0,244,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0
0,273,0,0,0,0,0,0,0,0,0,0
1,398,0,0,0,0,0,0,0,0,0,0
0,19668,0,0,0,0,0,0,0,0,0,0
0,514,0,0,0,0,0,0,0,0,0,0
1,2485,0,0,0,0,3,5,1,0,0,2
0,71,0,0,0,0,0,0,0,0,0,0
0,401,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0,0,0,0,0
0,198,0,0,0,0,0,0,0,0,0,0
0,4359,0,3,0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0,0,0,0,0
1,300,0,0,0,0,0,0,0,0,0,0
0,370,0,0,0,0,0,0,0,0,0,0
1,2112,0,1,0,0,2,2,0,0,2,0
1,2482,0,1,0,0,1,4,0,0,5,0
0,28,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0
0,60,0,0,0,0,0,0,0,0,0,0
1,4514,0,0,0,0,0,0,0,0,0,0
0,32,0,0,0,0,0,0,0,0,0,0
1,3342,0,2,0,0,1,0,0,0,4,3
0,1,0,0,0,0,0,0,0,0,0,0
0,222,0,0,0,0,0,0,0,0,0,0
0,233,0,0,0,0,0,0,0,0,0,0
0,13,0,0,0,0,0,0,0,0,0,0
0,120,0,0,0,0,0,0,0,0,0,0
1,640,0,0,0,0,0,0,0,0,0,0
0,11,0,0,0,0,0,0,0,0,0,0
1,668,0,0,0,0,0,0,0,0,0,0
1,3487,0,2,0,0,5,6,4,0,1,4
0,23,0,0,0,0,0,0,0,0,0,0
0,348,0,0,0,0,0,0,0,0,0,0
1,2200,0,0,21,0,0,2,1,8,1,0
1,207,0,0,0,0,0,0,1,0,0,0
1,481,0,0,1,5,0,0,1,0,0,0
0,1434,0,0,0,0,0,0,0,0,0,0
0,168,0,0,0,0,0,0,0,0,0,0
1,1250,0,0,0,0,1,0,0,0,0,1
1,2852,0,1,0,0,1,5,1,0,0,0
1,4299,0,0,0,0,0,0,0,0,0,0
0,411,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0,0,0,0,0
1,278,0,0,0,0,0,0,0,0,0,0
0,342,0,0,0,0,0,0,0,0,0,0
1,3601,0,8,0,0,0,6,3,0,1,1
1,3296,0,6,0,0,1,3,3,0,5,0
0,8410,0,0,0,0,0,0,2,0,0,0
1,1330,1,0,0,0,0,3,2,0,1,0
0,461,0,0,0,0,0,0,0,0,0,0
1,1167,7,0,0,0,1,1,1,0,0,1
0,318,0,0,0,0,0,0,0,0,0,0
0,5122,0,0,0,0,1,0,0,0,0,0
0,241,0,0,0,0,0,0,0,0,0,0
1,480,0,0,0,0,0,0,1,0,0,0
0,47,0,0,0,0,0,0,0,0,0,0
1,1055,0,0,0,0,0,0,0,0,0,0
1,3252,0,3,0,0,1,6,1,0,2,2
0,142,0,0,0,0,0,0,0,0,0,0
1,2138,0,1,0,0,1,3,0,0,2,1
1,5460,0,8,1,56,1,1,3,24,6,3
0,128,0,0,0,0,0,0,0,0,0,0
1,2212,0,1,0,0,1,2,0,0,0,0
1,3519,0,8,0,0,2,5,0,0,3,2
1,2258,0,0,0,0,0,0,0,0,0,5
0,2,0,0,0,0,0,0,0,0,0,0
0,6,0,0,0,0,0,0,0,0,0,0
1,3321,0,1,0,0,1,2,1,0,2,0
0,1,0,0,0,0,0,0,0,0,0,0
0,38,0,0,0,0,0,0,0,0,0,0
0,33,0,0,0,0,0,0,0,0,0,0
0,18,0,0,0,0,0,0,0,0,0,0
0,670,0,0,0,0,0,0,0,0,0,0
1,1300,0,0,0,0,0,0,0,0,0,0
1,2927,12,0,0,0,1,6,0,0,0,3
0,30,0,0,0,0,0,0,0,0,0,0
0,141,0,0,0,0,0,0,0,0,0,0
1,359,0,0,0,0,0,0,0,0,0,0
0,43,0,0,0,0,0,0,0,0,0,0
0,45,0,0,0,0,0,0,0,0,0,0
0,75,0,0,0,0,0,0,0,0,0,0
0,50,0,0,0,0,0,0,0,0,0,0
0,332,0,0,0,0,0,0,0,0,0,0
1,3387,0,1,0,0,1,0,3,0,1,2
1,1050,0,0,0,0,1,3,0,0,0,0
0,3,0,0,0,0,0,0,0,0,0,0
0,129,0,0,0,0,0,0,0,0,0,0
0,9924,0,1,0,0,0,0,0,0,0,0
1,71,0,0,0,0,0,0,0,0,0,0
0,18,0,0,0,0,0,0,0,0,0,0
0,20,0,0,0,0,0,0,0,0,0,0
0,600,0,0,0,0,0,0,0,0,0,0
1,594,0,0,0,0,0,1,0,0,1,1
1,1992,0,3,17,2,0,0,1,8,4,0
1,1401,0,0,0,0,0,6,2,0,1,0
0,96,0,0,0,0,0,0,0,0,0,0
0,98,0,0,0,0,0,0,0,0,0,0
0,13,0,0,0,0,0,0,0,0,0,0
0,9,0,0,0,0,0,0,0,0,0,0
0,294,0,0,0,0,0,0,0,0,0,0
1,2707,0,2,0,0,1,6,3,0,1,3
0,494,0,0,0,0,0,0,0,0,0,0
1,1131,0,0,0,0,0,0,0,0,1,0
1,3079,0,3,0,0,0,4,1,0,0,0
1,1278,0,0,0,0,1,1,1,0,0,2
1,1831,0,1,0,0,1,1,0,0,2,1
0,2,0,0,0,0,0,0,0,0,0,0
0,39,0,0,0,0,0,0,0,0,0,0
1,3595,0,0,0,0,0,0,0,0,0,0
1,2618,0,0,0,0,0,1,3,0,0,0
1,1887,0,1,0,0,1,1,0,0,4,1
0,53,0,0,0,0,0,0,0,0,0,0
0,84,0,0,0,0,0,0,0,0,0,0
0,64,0,0,0,0,0,0,0,0,0,0
0,40,0,0,0,0,0,0,0,0,0,0
0,236,0,0,0,0,0,0,0,0,0,0
0,588,0,0,0,0,0,0,0,0,0,0
1,3197,0,0,0,0,0,6,2,0,2,2
0,83,0,0,0,0,0,0,0,0,0,0
0,7,0,0,0,0,0,0,0,0,0,0
0,647,0,0,0,0,0,0,0,0,0,0
0,862,0,0,0,0,0,0,0,0,0,0
0,16,0,0,0,0,0,0,0,0,0,0
1,3294,0,5,0,0,0,1,4,0,3,1
0,13,0,0,0,0,0,0,0,0,0,0
0,149,0,0,0,0,0,0,0,0,0,0
0,287,0,0,0,0,0,0,0,0,0,0
1,1499,5,0,0,0,1,0,0,0,0,0
0,2,0,0,0,0,0,0,0,0,0,0
1,2747,2,0,0,0,1,4,0,0,1,0
1,3415,0,1,0,0,2,0,2,0,5,3
0,29,0,0,0,0,0,0,0,0,0,0
1,3541,0,12,0,0,1,6,6,0,1,2
1,4050,0,0,17,0,0,3,0,0,0,0
0,20,0,0,0,0,0,0,0,0,0,0
1,1920,0,2,0,0,1,5,1,0,3,0
1,1761,0,1,0,0,2,1,2,0,2,1
0,85,0,0,0,0,0,0,0,0,0,0
1,1824,0,4,0,0,1,3,0,0,1,2
0,70,0,0,0,0,0,0,0,0,0,0
1,1900,0,2,0,0,0,1,0,0,0,0
0,51,0,0,0,0,0,0,0,0,0,0
1,2055,0,0,0,0,1,1,2,0,0,0
1,2726,0,9,0,0,1,4,1,0,2,0
1,12525,0,0,0,0,20,0,0,0,0,0
0,2,0,0,0,0,0,0,0,0,0,0
0,3,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0,0,0,0,0
1,2312,8,0,5,12,1,3,0,7,1,0
0,3,0,0,0,0,0,0,0,0,0,0
1,1916,0,4,0,0,0,1,0,0,1,0
0,685,0,0,0,0,0,0,0,0,0,0
0,14,0,0,0,0,0,0,0,0,0,0
0,48,0,0,0,0,0,0,0,0,0,0
1,986,0,2,0,0,1,2,3,0,0,5
1,55,0,0,0,0,0,0,0,0,0,0
1,3224,3,3,0,0,0,1,1,0,4,0
0,183,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0,0,0,0,0
1,2009,0,0,0,0,1,5,0,0,0,0
1,1184,0,1,0,0,0,0,0,0,3,1
1,728,0,0,0,0,0,0,1,0,1,0
0,69,0,0,0,0,0,0,0,0,0,0
1,501,0,2,0,0,0,0,0,0,0,0
1,3131,0,5,0,0,1,3,6,0,3,1
1,2315,0,1,0,0,0,0,1,0,1,0
0,12,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0,0,0,0,0
0,88,0,0,0,0,0,0,0,0,0,0
0,52,0,0,0,0,0,0,0,0,0,0
0,58,0,0,0,0,0,0,0,0,0,0
0,162,0,0,0,0,0,0,0,0,0,0
1,1325,0,0,0,0,0,1,2,0,1,0
1,2847,0,4,0,0,1,4,1,0,0,0
0,164,0,0,0,0,0,0,0,0,0,0
0,393,0,0,0,0,0,0,0,0,0,0
1,3141,0,0,0,0,0,4,0,0,1,2
0,18,0,0,0,0,0,0,0,0,0,0
1,3758,0,1,0,0,1,5,0,0,0,6
1,1716,0,2,0,0,0,1,0,0,4,4
1,3232,0,8,0,0,0,5,2,0,4,3
0,1,0,0,0,0,0,0,0,0,0,0
0,1541,0,0,0,0,0,0,0,0,0,0
0,18,0,0,0,0,0,0,0,0,0,0
0,8021,0,0,0,0,0,0,0,0,0,0
1,1305,0,2,0,0,1,2,0,0,1,0
1,530,0,0,0,2,0,0,0,0,0,0
1,74,0,1,0,0,0,0,0,0,0,0
1,2691,0,3,0,0,0,5,0,0,0,0
0,130,0,0,0,0,0,0,0,0,0,0
0,95,0,0,0,0,0,0,0,0,0,0
1,1849,2,0,0,0,1,1,0,0,2,0
0,74,0,0,0,0,0,0,0,0,0,0
0,22,0,0,0,0,0,0,0,0,0,0
1,3640,0,3,0,0,2,3,0,0,0,0
0,74,0,0,0,0,0,0,0,0,0,0
0,3361,0,0,0,0,0,0,3,0,0,1
1,3252,0,2,0,0,3,4,3,0,1,0
0,1,0,0,0,0,0,0,0,0,0,0
1,450,0,0,0,0,0,1,0,0,0,0
0,145,0,0,0,0,0,0,0,0,0,0
0,37,0,0,0,0,0,0,0,0,0,0
0,214,0,0,0,0,0,0,0,0,0,0
1,29,0,0,0,0,0,0,0,0,0,0
0,1502,0,0,0,0,0,0,0,0,0,0
1,3400,0,5,0,0,1,3,5,0,3,2
0,154,0,0,0,0,0,0,0,0,0,0
1,3543,0,8,46,0,1,8,1,10,3,1
1,3476,19,2,0,0,1,0,0,0,2,0
1,1878,6,0,0,0,1,0,0,0,1,1
1,2491,0,4,0,0,0,4,6,0,1,3
0,651,0,0,0,0,0,0,0,0,0,0
0,75,0,0,0,0,0,0,0,0,0,0
1,2379,11,0,0,0,1,5,2,0,1,0
0,49,0,0,0,0,0,0,0,0,0,0
1,2532,0,2,0,0,1,3,4,0,0,3
0,205,0,0,0,0,0,0,0,0,0,0
1,183,0,1,0,0,0,0,0,0,0,0
0,68,0,0,0,0,0,0,0,0,0,0
0,27,0,0,0,0,0,0,0,0,0,0
1,2003,0,0,15,12,1,4,2,6,0,0
1,2315,0,4,7,0,2,2,1,0,2,1
0,35,0,0,0,0,0,0,0,0,0,0
1,2634,0,2,0,0,2,2,0,0,0,0
0,168,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0,0,0,0,0
0,86,0,0,0,0,0,0,0,0,0,0
1,3237,0,4,0,0,1,6,2,0,1,4
0,1742,0,0,0,0,0,0,0,0,0,0
1,1700,9,1,0,0,2,2,1,0,1,0
1,417,0,0,0,2,0,0,0,1,0,0
1,2048,0,1,0,0,2,2,0,0,1,0
1,3059,10,1,0,0,1,1,0,0,3,3
1,133,0,0,0,0,0,0,0,0,0,0
0,30,0,0,0,0,0,0,0,0,0,0
0,80,0,0,0,0,0,0,0,0,0,0
0,99,0,0,0,0,0,0,0,0,0,0
0,666,0,0,0,0,0,0,0,0,0,0
1,1506,0,0,0,0,0,2,0,0,3,0
1,2455,11,0,0,0,1,0,0,0,0,0
1,3866,0,0,0,0,0,0,0,0,0,0
1,2494,0,1,0,0,0,3,1,0,0,0
0,79,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0,0,0,0,0
0,70,0,0,0,0,0,0,0,0,0,0
1,2138,10,0,0,0,1,2,1,0,2,2
0,208,0,0,0,0,0,0,0,0,0,0
1,952,0,2,0,0,0,0,1,0,3,0
0,97,0,0,0,0,0,0,0,0,0,0
